start_date,issue_date,estimated_work_cost,issued_permit_cost,building_type_description,building_category_description,work_nature
2005-06-13,2005-06-29,3500.0,25.0,Résidentiel,1 Logement,"RENOVATIONS INTÉRIEURES:  ENLEVER LE REVETEMENT DES MURS, SOLIDIFIER STRUCTURE, INSTALLER ISOLATION, PARE-VAEPUR, POSER GYPSE ET SOLIDIFIER LE PLANCHER EXISTANT D'EN SECOND PLYWOOD"
2005-06-13,2005-06-13,1500.0,75.0,Résidentiel,2 Logements,"en arr au 2e, remplacer escalier, au rc agrandir le balcon remplacer escaliers et garde-corps."
2005-06-13,2005-06-13,15244.0,164.33,Résidentiel,3 Logements,"FAÇADE, MUR ARRIÈRE ET LATÉRALE DROIT: REMPLACER LES FENÊTRES À GUILLOTINE PAR FENÊTRES 1/3 FIXE, 2/3 À BATTANT, DANS LES MÊMES OUVERTURES, DE COULEUR BLANCHE."
2005-06-13,2005-06-15,20000.0,150.0,Commercial,Mixte,"REMPLACER TOUTES LES PORTES-PATIOS (20) EXISTANTES AUX 2e ET 3e ÉTAGES FACE SUR ROSEMONT , CHABOT ET LE MUR COTÉ OUEST DE MÊMES MODÈLES ET MÊMES DIMENSIONS QUE L'EXISTANTS"
2005-06-01,2005-06-08,8500.0,125.0,Résidentiel,3 Logements,"REFAIRE LES BALCONS AVANTS (COLONNES, PLANCHER, SOFFITE) EN BOIS TEL QUE L'EXISTANT, REFAIRE LES GARDE CORPS EN BOIS.  MUR ARRIERE, AJOUTER CLIN DE VINYLE (HANGARD)"
2005-06-01,2005-06-01,275.0,50.0,Résidentiel,1 Logement,"ABATTRE UN ÉRABLE ARGENTÉ, DANS LA COUR AVANT, DU CÔTÉ DROIT DE L'ENTRÉE, CAUSANT DOMMAGE AU TOIT ET À LA FONDATION."
2005-06-01,2005-06-01,400.0,50.0,Résidentiel,3 Logements,"ABATTRE UN ABRE FRUITIER (CERISIER) DANS LA COUR ARRIÈRE , LA MOITIÉ DE L'ARBRE EST MORT ET DEVENAIT TROP GROS..."
2005-05-24,2005-05-27,2000.0,125.0,Résidentiel,3 Logements,"FACADE SOUS-SOL, REMPLACER 1 FENETRE DANS MEME OUVERTURE. (NOUV. FENETRE EN ALUMINUM A BATTANTS TELLES QUE FENETRE RDC). ARRIERE S-S:REMPLACER 1 FENETRE DANS MEME OUVERTURE. (FENETRE ALUM.COULISSANT)."
2005-05-12,2005-05-12,20000.0,150.0,Résidentiel,5 à 11 Logements ,"ARRIERE REFAIRE BALCON RDC 2E ET 3E. 2E ET 3E, BALCON MEMES DIM.QUE EXISTANT AVEC STRUCT. ACIER ET DESSUS FIBRE DE VERRE. FAIRE NOUVEL ESCALIER D'ISSUE EN SPIRALE ACIER. 1 NOUVELLE TERRASSE RDC."
2005-05-12,2005-05-12,100000.0,750.0,Commercial,Commercial,"EN FACADE,AU NIVEAU DU RC,REFAIRE LA FACADE."
2005-05-05,2005-07-08,,310.0,Commercial,Commercial,DÉMOLITION D'UN GARAGE DE MÉCANIQUE AUTOMOBILE DE 1 ÉTAGE SANS SOUS-SOL.
2005-05-05,2005-05-11,2500.0,75.0,Résidentiel,2 Logements,"EN FAÇADE, REFAIRE LES DEUX BALCONS ET CHANGER LES GARDE-CORPS. NOUVELLES DIMENSIONS  :   9'-6"" X  5'-0"""
2005-05-05,2005-05-05,50000.0,375.0,Commercial,Commercial,"AU SS,DANS LA FOIRE ALIMENTAIRE SUITE C-146,AMÉNAGER LE COMPTOIR DU RESTAURANT QUIZNOS.AUCUN TRAVAIL EXTERIEUR."
2005-05-05,2005-05-11,,310.0,Résidentiel,1 Logement,demolir cottage isolé en vinyl vacant depuit plus de 3 ans pour remplacement par une construction neuve
2005-05-05,2005-07-08,1316700.0,10175.25,Résidentiel,12 Logements +,CONSTRUCTION D'UN BÂTIMENT DE 3 ÉTAGES AVEC SOUS-SOL. 18 LOGEMENTS AUX ÉTAGES ET 12 CASES DE STATIONNEMENT EN SOUS-SOL.
2005-05-05,2005-05-05,200000.0,0.01,Résidentiel,12 Logements +,"Remise aux normes du bâtiment selon le RRVM, c M-4 : Installer un sytème d'alarme d'incendie avec communicatio phonique"
2005-05-05,2005-06-22,240000.0,840.0,Résidentiel,1 Logement,Cottage isolé en brique avec stationnement interieur sur le lot #1056560
2005-05-05,2005-05-11,27606.0,97.0,Résidentiel,Bifamiliale,"STABILISATION DU BÂTIMENT PAR L'ENFONCEMENT DE PIEUX À L'AVANT, À L'ARRIÈRE ET SUR LE CÔTÉ LATÉRAL GAUCHE."
2005-05-05,2005-07-26,1.0,70.0,Commercial,Commercial,"AU 3E ÉTAGE, SUITE 317, AMÉNAGER UN BUREAU, TEL QUE PLANS"
2005-06-09,2005-06-17,16000.0,130.0,Résidentiel,Dépendance,DANS AUTRES COUR CONSTRUIRE UNE DEPANDANCE EN BOIS POUR UNITÉ DE STATIONNEMENT
2005-06-09,2005-06-09,6600.0,300.0,Commercial,Mixte,"AMÉNAGER UN BUREAU D'ADMINISTRATION POUR UN ENTREPRENEUR EN CONSTRUCTION, QUÉBEC-PRO RÉNOVATION"
2005-06-09,2005-06-17,12000.0,90.0,Commercial,Commercial,ENLEVEMENT DES TROIS RESERVOIRS À CARBURANT ET DES 4 POMPES DISTRIBUTRICES.
2005-06-10,2005-06-10,10000.0,75.0,Résidentiel,2 Logements,EN FACADE REFAIRE LE PAREMENT DE BRIQUE AVEC MEME BRIQUE REMPLACER ALLEGES ET LINTEAU DE MEME DIMENSION REMPLACER 2 PORTES PAR PORTE ACIER  DE COULEUR FONCEE AVEC VITRE FIXE DE 48 PO VERRE CLAIR
2005-06-03,2005-08-09,1500.0,50.0,Résidentiel,1 Logement,INSTALATION D'UN POÊLE A COMBUSTION ET D'UNE CHEMINÉE HOMOLOGUÉES
2005-06-03,2005-08-10,15000.0,112.5,Résidentiel,3 Logements,"AU SOUS-SOL AMÉNAGER PIÈCES UTILITAIRES DU LOGEMENT DU RDC + SECTION DE SOINS À DOMICILE, RENDRE L'ACCÈS A L'ARR. EXISTANT INDÉPENDANT DES LOGEMENTS DU 2E ÉTAGE"
2005-06-03,2005-09-13,35000.0,300.0,Résidentiel,12 Logements +,EN FAÇADE DU BÂTIMENT RÉFECTION DE L'ARCHE DE LA PORTE D'ENTRÉE DU BÂTIMENT.
2005-06-10,2005-06-10,6490.0,75.0,Résidentiel,2 Logements,"RDC, REAMENAGEMENT DU LOGEMENT ET ELIMINER DES SECTIONS DE MURS PORTEURS AVEC NOUVELLES POUTRES ET COLONNES PROTEGEES AVEC GYPSES 5/8"" DE TYPE ""X""."
2005-06-10,2005-06-10,5500.0,75.0,Résidentiel,3 Logements,EN FACADE REMPLACER 1 PORTE AU RC PAR PORTE DE METAL AVEC VITRE VERRE GIVRE 48 PO ET PANNEAUX LATERAUX VITRES ET 2 PORTES DE METAL AVEC VITRE GIVRE DE 48 PO DE COULEUR BLANCHE
2005-06-10,2005-06-10,106702.0,800.26,Gouvernemental,Edifice gouvernemental,AU SOUS-SOL (NIVEAU B) RÉAMÉNAGEMENT DU STUDIO 17
2005-06-10,2005-07-27,10000.0,300.0,Commercial,Commercial,AMÉNAGER UNE BOUTIQUE DE CADEAUX POUR PUBLIVIT INC.AUCUN TRAVAIL EXTERIEUR.
2005-06-10,2005-06-27,7850.0,63.75,Commercial,Mixte,AU TOIT REFAIRE TERRASSE DE 16'X 28'
2005-06-03,2005-06-03,6000.0,50.0,Résidentiel,1 Logement,"À L'ARRIÈRE COUR, CONSTRUIRE UNE TERRASSE EN BOIS DE 12' X 16'  ET REMPLACER LA PORTE ET UNE FENÊTRE DANS LES MÊMES OUVERTURES. REFAIRE LE REVET. EN BARDEAU D'ALUMIN. DÉPLACER FENETRE DE CUISINE."
2005-06-03,2005-06-07,1500.0,25.0,Résidentiel,Unifamiliale,AGRANDISSEMENT DE LA FENÊTRE DE L'ÉTAGE EN FAÇADE AVANT DE 12''  ET REFAIRE LES BALCONS SANS CHANGER DE DIMENSIONS.
2005-06-03,2005-10-11,11019420.0,83045.65,Commercial,Mixte,"BÂTIMENT 5 ÉTAGES AVEC STATIONNEMENTS EN SOUS-SOL , 5 COMMERCES AU RDC ET 66 LOGEMENTS AUX ÉTAGES"
2005-06-03,2005-10-06,1224380.0,9182.85,Commercial,Mixte,"EXCAVATION FONDATION ""DEMANDE C3000013605"" TEL QUE PLAN D'IMPLANTATION SIGNÉ PAR GILLES LEGAULT ARPENTEUR GÉOMÈTRE DATÉ DU 9 MAI 2005"
2005-06-03,2005-06-03,,0.01,Résidentiel,2 Logements,A L'ARRIÈRE GARAGE ISOLÉ SUR LA PROPRIÉTÉ ET RELOCALISATION D'UNE UNITÉ STATIONNEMENT 9 X 18 PIEDS MIN. SUR TERRAIN MÊME ENDROIT
2005-06-03,2005-06-03,2000.0,125.0,Résidentiel,2 Logements,"A L'AVANT, AU 2E ETAGE, COTE SUD DU BATIMENT, REPARER ET ISOLER LA CORNICHE, ENLEVER ET REMONTER BRIQUE EN CONSERVANT TOUS LES DETAILS ARCHITECTURAUX."
2005-05-26,2005-05-26,45000.0,337.5,Commercial,Commercial,"AU 2E ÉTAGE RÉAMÉNAGEMENT DE LA SUITE 200, REPÈRE COMMUNICATION RECHERCHE"
2005-05-26,2005-05-26,2000.0,75.0,Résidentiel,3 Logements,"RÉPARATION DU MUR DE SOUTAINEMENT, DU CÔTÉ GAUCHE DE L'ENTRÉE DU GARAGE."
2005-05-26,2005-06-30,18000.0,135.0,Résidentiel,3 Logements,EN FACADE : REFAIRE ET AGRANDIR LE PERRON REFAIRE LES BALCONS  DU 2E ET.ET  L'ESC.DU R-C  CHANG.REV. BOIS. TOUS LES PORTES ET GARDE-CORPS  AINSI QUE LES FEN.DU R-C AMENA.CHAMBRE FROIDE SOUS LE PERRON.
2005-05-26,2005-05-26,28000.0,370.0,Commercial,Mixte,"FACADE LATERALE GAUCHE, ENLEVER TOUT LE PAREMENT DE BRIQUE ET REFAIRE AVEC BRIQUE ARGILE MODELE ""CHAMPLAIN"" MODULAIRE METRIQUE + ALLEGE 5"" BETON + LINTEAU ARQUE BRIQUE SOLDAT."
2005-05-05,2005-05-05,3000.0,125.0,Résidentiel,3 Logements,"FACADE, 2E ET 3E REFAIIRE PLANCHER ET SOFFITE BALCONS EN PLANCHE DE BOIS BOUVETE, FASCIA EN BOIS (CONSERVER GARDE-CORPS EXIST.) RDC FAIRE NOUVEAU BALCON EN BOIS AVEC GARDE-CORPS EN FER FORGE.(TEL 2E)"
2005-06-10,2005-06-10,15000.0,130.0,Résidentiel,Dépendance,"DANS LA COUR ARRIÈRE, INSTALLER UNE PISCINE CREUSÉE DE 14 PIEDS PAR 24 PIEDS, À 2.69M. DE LA LIMITE GAUCHE, ET 1.7M. DE LA LIMITE ARRIÈRE."
2005-06-10,2005-06-27,11800.0,88.5,Résidentiel,2 Logements,"A L'ARRIERE DEMOLITION DU HANGAR COMMUN, CONSTRUCTION D'UN ESCALIER SPIRAL EN METAL COMMUN AVEC LE LOT 1444506 CONSTRUCTION D'UNE TERRASSE AU SOL ET D'UNE GALERIE A L'ETAGE EN BOIS TRAITE"
2005-06-13,2005-06-13,3000.0,75.0,Résidentiel,2 Logements,"Au 2e, en arr. agrandir le balcon"
2005-06-13,2005-06-13,3000.0,75.0,Résidentiel,2 Logements,"Au Rc, en arrierre, agrandir le balcon"
2005-06-13,2005-06-13,1000.0,300.0,Commercial,Poste d'essence,ENLEVER LES RÉSERVOIR D'HUILE ET VERINS.
2005-06-13,2005-06-15,5000.0,50.0,Résidentiel,3 Logements,AU RDC RÉUNIR LES LOGEMENTS 7979 ET 7973 TEL QUE PLAN. À L'ARR. REMPL. LA PORTE EXT. DU 7973.
2005-06-13,2005-06-14,10000.0,300.0,Commercial,Commercial,"AU REZ-DE-CHAUSSÉE,RÉAMÉNAGER LE DÉPANNEUR ET ENCLOISONNER LA PARTIE MEZZANINE. AUCUN TRAVAIL EXTÉRIEUR."
2005-06-13,2005-06-28,6500.0,50.0,Résidentiel,1 Logement,CHANGER LA DOUBLE PORTE EN FAÇADE AU RC DANS LA MÊME OUVERTURE.
2005-06-01,2005-07-20,3000.0,70.0,Commercial,Mixte,Aménager l'aire de plancher du 2e étage pour un local de lieu de culte.
2005-06-03,2006-09-05,1936416.0,14523.0,Résidentiel,12 Logements +,Rénovation majeure et complète de tous les finis et de toutes les composantes mécaniques et électriques.
2005-06-03,2005-06-03,12000.0,90.0,Résidentiel,2 Logements,"Au rez-de-chaussée, dans la cuisine et la salle de bain, réaménager sans changer les cloisons."
2005-06-03,2005-06-09,7000.0,75.0,Résidentiel,3 Logements,CHANGER TOUTES LES FENÊTRES  ET À L'ARRIÈRE LA PORTE EXTÉRIEURE DU SOUS-SOL.  CHANGER LA PORTE DU LOGEMENT  (accès intérieur du 3469).
2005-06-03,2007-07-18,2453401.0,18400.0,Résidentiel,12 Logements +,Rénovation majeure et complète de tout les finis et de toutes les composantes mécaniques et électriques.
2005-05-24,2005-05-25,1500.0,1.0,Résidentiel,1 Logement,RACCORDEMENT À L'ÉGOUT ET L'AQUEDUC
2005-05-24,2005-05-25,1500.0,1.0,Résidentiel,1 Logement,RACCORDEMENT À L'ÉGOUT ET À L'AQUEDUC
2005-05-24,2005-05-24,3000.0,300.0,Commercial,Commercial,"AU 5e ETAGE,AMÉNAGER DEUX BUREAUX;#510 POUR J-F FISET,ET,#512 POUR PEGASUS INC.AUCUN TRAVAIL EXTERIEUR."
2005-05-24,2005-05-24,2400.0,75.0,Résidentiel,3 Logements,"ARRIERE, REMPLACER DANS LES MEMES OUVERTURES:1 FENETRE AU RDC ET 2 FENETRES AU 2E ETAGE. FENETRES GUILLOTINES EN PVC BLANC."
2005-05-24,2005-06-03,1350.0,125.0,Résidentiel,2 Logements,"A L'AVANT, REMPLACER DEUX PORTES PAR PORTES ACIER ISOLEE VITREE 48 PO. COULEUR BLANC. IMPOSTES CONSERVEES."
2005-05-26,2005-05-26,30000.0,300.0,Résidentiel,3 Logements,"2E ET 3E ÉTAGE , RÉAMÉNAGEMENT DE 2 LOGEMENTS (1 LOGEMENT PAR ÉTAGE)"
2005-04-08,2005-04-08,15000.0,112.5,Résidentiel,2 Logements,"AU RDC, DÉPLACER L'ESCA.LIER MENANT VERS LE SOUS-SOL ET RÉAMÉNAGER  LE RESTE DES ESPACES."
2005-04-12,2005-04-12,44573.0,334.0,Résidentiel,12 Logements +,Remplacer membrane du toit
2005-04-12,2005-04-12,15000.0,112.5,Résidentiel,4 Logements,Agrandissement de l'aire du bâtiment en ajoutant un garage pour deux véhicules automobiles.
2005-04-12,2005-04-15,33000.0,247.5,Résidentiel,Dépendance,Piscine creusée dans cour arriere a un metre de toutes limites de lot ou cloture
2005-03-29,2005-05-26,5800.0,50.0,Résidentiel,1 Logement,"EN FAÇADE, ENLEVER REVÊTEMENT DE BRIQUES POUR FINI ACRYLIQUE, SANS CRÉER D'EMPIÈTEMENT - CHANGER 2 FENÊTRES SANS MODIFIER LES OUVERTURES - ÉRIGER CORNICHE"
2005-03-29,2005-03-29,15862.0,119.0,Résidentiel,5 à 11 Logements ,"Remplacer portes, fenetres dans ouvertures existantes. Installer garde-corps niveau sous-sol à l'arrière et rendre les autres conformes"
2005-03-29,2005-03-29,12155.0,91.0,Résidentiel,5 à 11 Logements ,"Remplacer portes, fenetres dans ouvertures existantes. installer garde corps niveau sous-sol à l'arrière et rendre les autres conformes"
2005-03-30,2005-03-30,26800.0,50.0,Résidentiel,1 Logement,installation de pieux sous la façade avant et côté droit.
2005-04-01,2005-06-30,10000.0,100.0,Résidentiel,3 Logements,"Suite à incendie, dans les 3 logements remplacer gypse, isolation et revêtement de plancher. (travaux intérieur seulement)"
2005-04-01,2005-04-05,5000.0,75.0,Résidentiel,4 à 8 logements,"SUR LE TOIT, CONSTRUCTION D'UNE CAGE D'ESCALIER"
2005-03-16,2005-03-24,36000.0,270.0,Résidentiel,5 à 11 Logements ,"CREUSER LE VIDE SANITAIRE DE +/- 6'-0"" SANS TOUCHER AUX MURS MITOYENS, POUR EN FAIRE UNE CAVE DE SERVICES, AJOUTER UNE DALLE SUR SOL DE 4"", POUTRE ET COLONNES. AUCUN TRAVAIL À L'EXTÉRIEUR."
2005-04-28,2005-04-28,500.0,70.0,Industriel,Industriel,Aménager la suite 150 en bureau et entrepôt de chaussures
2005-04-28,2005-05-06,8000.0,32.0,Résidentiel,1 Logement,"INSTALLATION D'UN SPA DE 92"" X 92"" X 35"" (MODELE PREMIUM 60)"
2005-05-02,2005-06-30,19000.0,142.5,Résidentiel,12 Logements +,"Sur le coté gauche du batiment, Remplacer toutes les portes et fenetres. aucune modification aux ouvertures."
2005-06-09,2005-06-09,1600.0,75.0,Résidentiel,1 Logement,"Sur coté gauche de l'extension arriere, remplacer 2 fenetres dans meme ouverture"
2005-05-26,2005-06-07,9760343.0,73402.0,Résidentiel,12 Logements +,Construction d'un bâtiment incombustible de 5 étages (réf. réglement 04-118)
2005-05-30,2005-06-07,28000.0,112.0,Résidentiel,1 Logement,"INSTALLATION D'UNE PISCINE CREUSÉE DE 14' X 18' X 21' X 30' ET DE PROFONDEUR DE 3'-6"" À 8' (CLOTURE DE BOIS DE 6' DE HAUTEUR EXISTANTE)"
2005-05-30,2005-05-30,8500.0,75.0,Résidentiel,2 Logements,"SUR  PARTIE DU MUR ARRIÈRE ET LATÉRAL DROIT, REMPLACER LA BRIQUE EXISTANTE PAR NOUVELLE BRIQUE D'ARGILE DANS LES TONS DE ROUGE-BRUN ."
2005-05-30,2005-06-14,100000.0,750.0,Commercial,Commercial,"AU NIVEAU DU 4E ÉTAGE, RÉAMÉNAGER L'ÉTAGE POUR CRÉER LES SUITES À BUREAUX #400 ""MILGRAM"" ET #405 ""MÉDIA PLAZA"". AUCUN TRAVAIL EXTÉRIEUR."
2005-05-30,2005-05-30,3400.0,75.0,Résidentiel,3 Logements,"A L'ARRIERE, REMPLACER 1 PORTE AVEC IMPOSTE  PAR PORTE PATIO ET IMPOSTE TEL QUE PLANS."
2005-05-30,2005-07-07,30000.0,225.0,Résidentiel,1 Logement,"Agrandissement arrière, et percer des lucarnes pour le comble existant."
2005-05-30,2005-05-30,20000.0,150.0,Résidentiel,Dépendance,PISCINE CREUSEE DE 12PI PAR 24PI DANS COUR ARRIERE
2005-05-17,2005-05-25,96000.0,720.0,Résidentiel,1 Logement,"Transformer duplex en unifamilial, réaménager l'intérieur, refaire plomberie et électricité , remplacer les appareils, refaire parements extérieurs et remplacer ouvertures à l'arrière, tel que plans"
2005-05-17,2005-06-09,65000.0,537.5,Résidentiel,2 Logements,"AU SS, CREUSER VIDE SANITAIRE POUR Y AMÉNAGER UN NOUVEAU LOGEMENT TEL QUE PLANS"
2005-05-19,2005-05-19,6000.0,125.0,Résidentiel,1 Logement,"A L'AVANT, REMPLACER LE REVETEMENT DE VINYLE PAR BRIQUE D'ARGILE LISSE, COULEUR BRUN, FORMAT QUEBEC OU MODULAIRE METRIQUE. LINTEAUX STRUCTURAUX MONOLITHES 8"" ET ALLEGES 5"" EN BETON OU PIERRE."
2005-05-19,2005-05-19,90000.0,675.0,Commercial,Edifice à bureau,"AU 10E, RÉAMÉNAGEMENT DES BUREAUX EXISTANTS DE VISA DESJARDINS"
2005-05-19,2005-05-25,30000.0,225.0,Résidentiel,1 Logement,Aménagement d'un logement au sous-sol
2005-05-09,2005-05-09,300.0,50.0,Résidentiel,Dépendance,"EN FAÇADE, SUR LE TERRAIN PRIVÉ, ABATTRE UN PIN DE 40' DE HAUTEUR, QUI POUSSE À L'INTÉRIEUR DU PÉRIMÈTRE D'UN GROS ÉRABLE."
2005-05-11,2005-05-12,17000.0,130.0,Résidentiel,Dépendance,PISCINE CREUSEE DE 25PI PAR 42 PI DANS COUR ARRIERE
2005-05-11,2005-05-11,10000.0,75.0,Résidentiel,1 Logement,Dans le garage et les 2 chambres a l'arriere du garage refaire la dale de beton pour enlever la pyrite sans autres travaux
2005-05-17,2005-05-18,17000.0,127.5,Résidentiel,4 à 8 logements,Réfection du mur de brique latéral gauche avec une brique de même apparence
2005-05-17,2005-05-19,1500.0,1.0,Résidentiel,1 Logement,RACCORDEMENT À L'ÉGOUT ET À L'AQUEDUC
2005-05-17,2005-05-17,600.0,50.0,Résidentiel,2 Logements,"un arbre incendié en cour arrière, suite à l'incendie de la dépandence."
2005-05-17,2005-05-17,15000.0,130.0,Résidentiel,Dépendance,Piscine creusé dans autres cour sans autres travaux
2005-05-17,2005-05-24,78000.0,585.0,Commercial,Commercial,"AU RC, AGRANDIR LE LOCAL (1407 CRESCENT) EN RÉUNISSANT LA SUITE SITUÉE AU 1405 POUR LA BOUTIQUE D'HUGO BOSS,AUCUNS TRAVAUX EXTÉRIEURS"
2005-05-17,2005-05-25,1000.0,50.0,Résidentiel,5 à 11 Logements ,"RÉUNIR DEUX LOGEMENTS EN UN SEUL AU NIVEAU DU R.C., SANS TRAVAUX EXTÉRIEURS"
2011-04-13,2011-06-13,157000.0,1365.9,Résidentiel,1 Logement,COTTAGE JUMELÉ AVEC STATIONNEMENT AU SOUS SOL SUR LE LOT 4 472 192 AVEC FACADE EN PIERRE.
2005-05-09,2005-05-09,9030.0,50.0,Résidentiel,1 Logement,"SOUS LA FACADE AVANT, POSE DE PIEUX POUR STABILISER FONDATIONS."
2005-05-09,2005-05-09,14936.0,50.0,Résidentiel,2 Logements,"SOUS MUR ARRIERE ET LATERALE GAUCHE, POSE DE PIEUX POUR STABILISER FONDATION."
2005-05-11,2005-05-20,35000.0,262.5,Résidentiel,2 Logements,"Refaire fondations sans rehausser la hauteur du bâtiment, avancer le bâtiment de 1 mètre vers l'avant, à l'arrière démolir l'annexe,et refaire balcons. Ajouter d'une unitée de stat. en marge latérale."
2005-05-11,2005-05-11,900.0,50.0,Commercial,Commercial,ABATTAGE DE 4 ARBRES SUR PROPRIÉTÉ PRIVÉE
2005-05-04,2005-05-04,3000.0,50.0,Résidentiel,1 Logement,REMPLACER LES GARDE-CORPS EN FAÇADE ET SUR LE CÔTÉ DU BÂTIMENT PAR DE NOUVEAUX ET UNE SECTION DE VITRES (24' DE LONGUEUR) SUR CE MÊME CÔTÉ. LATÉRAL
2005-05-04,2005-06-21,60000.0,450.0,Résidentiel,1 Logement,Ajouter un etage sur unifamillial existant pour rester un unifamillial
2005-05-04,2005-06-29,175000.0,725.0,Résidentiel,3 Logements,AGRANDISSEMENT
2005-05-06,2005-05-18,20000.0,150.0,Résidentiel,1 Logement,EN COUR LATÉRALE NORD AGRANDISSEMENT DU BÂTIMENT SUR 1 ÉTAGE SANS S/S. AJOUT D'UNE CASE DE STATIONNEMENT INTÉRIEUR.
2005-06-14,2005-07-28,19000.0,140.0,Résidentiel,3 Logements,"AU SS, AMÉNAGER UN LOGEMENT, TEL QUE PLANS"
2005-05-24,2005-10-11,2000000.0,15000.0,Industriel,Industriel,AGRANDISSEMENT DE 4715MC COTE RUE J.J. JOUBERT SUR UN ETAGE
2005-05-26,2005-05-30,10000.0,300.0,Commercial,Commercial,Aménager des espaces pour un commerce de courrier
2005-05-26,2005-06-06,90000.0,365.0,Résidentiel,1 Logement,"COTTAGE DÉTACHÉ AVEC GARAGE SIMPLE AU REZ-DE-CHAUSSÉE, MODÈLE BARCELONE COULEUR 4, JOB 33107, SUR LE LOT 3 068 511."
2005-05-13,2005-05-13,6000.0,50.0,Résidentiel,2 Logements,"À L'ARRIÈRE, REMPLACER 4 FENÊTRES À GUILLOTINE AU RC ET 4 FENÊTRES À GUILLOTINE AU 2E ÉTAGE, SANS MODIFIER LES OUVERTURES ET SANS AFFECTER LA STRUCTURE"
2005-05-17,2005-05-17,1000.0,50.0,Résidentiel,1 Logement,"Dans la cour arriere sur terrain privé, abattre un arbre (érable)"
2005-05-17,2005-05-17,40000.0,300.0,Commercial,Commercial,"AMÉNAGER DES BUREAUX AU 5e,6e ET 7e ETAGE;500(FNF),520(VACANT),600(DES ARTS COMMUNICATION),700(PRESTI-PRESSE) ET 740(VACANT).AUCUN TRAVAIL EXTERIEUR."
2005-05-17,2005-05-25,5000.0,70.0,Commercial,Mixte,AMÉNAGER UN DÉBIT DE BOISSONS ALCOOLIQUES AU RC.
2005-05-17,2005-05-18,,310.0,Commercial,Commercial,DÉMOLITION D'UN BÂTIMENT COMMERCIAL DE 2 ÉTAGES
2005-05-10,2005-05-17,1.0,0.1,Résidentiel,1 Logement,ABATTRE HUIT (8) ARBRES POUR CONSTRUCTION D'UNE NOUVELLE RESIDENCE
2005-05-10,2005-05-10,26000.0,195.0,Résidentiel,Dépendance,PISCINE CREUSEE DE 15PI PAR 29PI DANS COUR ARRIERE
2005-05-10,2005-05-10,2000.0,50.0,Résidentiel,2 Logements,"En cour arrière, aménager une terrasse en bois sur le toit du garage existant."
2005-05-11,2005-05-12,2461.0,75.0,Résidentiel,2 Logements,"CHANGER DU CÔTÉ GAUCHE DEUX FENÊTRES AU 2E ÉTAGE, DANS LES MÊMES OUVERTURES"
2005-05-11,2005-05-11,100000.0,750.0,Commercial,Commercial,"AU 17e ETAGE,SUITE 1700,AMÉNAGER LES BUREAUX D'ALCAN.AUCUN TRAVAIL EXTERIEUR."
2005-06-15,2005-08-10,1.0,1.0,Gouvernemental,Edifice gouvernemental,Réaménager la caserne de pompier numéro 21
2005-05-04,2005-05-04,150000.0,1125.0,Résidentiel,1 Logement,"Réaménagement complet du bâtment sur les 4 étages, refaire escalier de communication et installer un ascenseur. Aucun travail extérieur."
2005-05-04,2005-05-04,5750.0,125.0,Résidentiel,3 Logements,"REZ-DE-CHAUSSÉE, AVANT: REMPLACER 2 FENÊTRES PAR FENÊTRES À GUILLOTINE COULEUR BRUN COMMERCIAL MÊME OUVERTURE.ARRIÈRE: REMPLACER 3 FENÊTRES PAR FENÊTRES À BATTANT COULEUR BLANC MÊME OUVERTURE."
2005-05-04,2005-05-05,20785.0,155.88,Résidentiel,1 Logement,REMPLACER 17 FENÊTRES AU RC ET 2 IÈME ÉTAGE DU BATIMENT.
2005-05-02,2005-05-02,22000.0,300.0,Commercial,Commercial,"au premier sous-sol, niveau métro, dans le corridor entre le centre Eaton & Montréal Trust, local B001B aménager une bijouterie ""Radiance""."
2005-05-02,2005-05-02,3000.0,50.0,Résidentiel,1 Logement,"EN FAÇADE, AMÉNAGER UNE RAMPE POUR HANDICAPÉ, EN BOIS, SUR TERRAIN PRIVÉ."
2005-04-13,2005-04-13,21125.0,158.44,Résidentiel,2 Logements,INSTALLER UNE PISCINE CREUSÉE DANS COUR ARRIERE
2005-04-13,2005-04-21,,40.0,Résidentiel,1 Logement,"DEMOLITION D'UNE RÉSIDENCE D'UN ÉTAGE DE 12,29M X 7.72M EN DECLIN DE BOIS"
2005-04-13,2005-05-19,170000.0,490.0,Résidentiel,1 Logement,CONSTRUCTION D'UNE RESIDENCE UNIFAMILIALE DE DEUX ÉTAGES
2005-04-13,2005-06-22,1000.0,50.0,Résidentiel,3 Logements,"AU DEUXIÈME ÉTAGE FAÇADE ARRIÈRE FACE À LA RUELLE , FAIRE UNE NOUVELLE OUVERTURE POUR AJOUTER UNE FENÊTRE AU HANGAR, INSTALLER DU GYSPE ET ISOLER À L'INTÉRIEUR DU HANGAR TEL QUE PLANS"
2005-04-15,2005-05-02,200.0,50.0,Résidentiel,2 Logements,abattre une épinette bleu en cour avant
2005-04-15,2005-04-20,1500.0,1.0,Résidentiel,1 Logement,RACCORDEMENT À L'ÉGOUT ET À L'AQUEDUC
2005-04-15,2005-04-15,20000.0,150.0,Commercial,Mixte,travaux de remise de l'intégrité des locaux après l'incendie au RDC et à l'étage du bâtiment
